version,hilos,n_solicitado,frame,fase,update_ms,mobs_ms,build_ms,sombras_ms,cpu_ms,frame_ms,fps
secuencial,1,2000000,264,sostenido,3.83740,0.00040,9.13990,0.00010,12.97880,20.49670,48.788
secuencial,1,2000000,265,sostenido,3.83070,0.00030,8.49610,0.00020,12.32860,20.33500,49.176
secuencial,1,2000000,266,sostenido,3.26200,0.00050,8.72660,0.00020,11.99050,20.43970,48.924
secuencial,1,2000000,267,sostenido,4.43550,0.00030,8.83590,0.00030,13.27360,21.08040,47.437
secuencial,1,2000000,268,sostenido,3.19070,0.00040,8.59580,0.00020,11.78840,19.70730,50.743
secuencial,1,2000000,269,sostenido,3.17570,0.00040,9.89560,0.00010,13.07290,20.64530,48.437
secuencial,1,2000000,270,sostenido,3.97640,0.00040,8.14880,0.00010,12.12660,20.59530,48.555
secuencial,1,2000000,271,sostenido,3.44810,0.00040,8.57960,0.00010,12.02960,20.89490,47.859
secuencial,1,2000000,272,sostenido,3.17460,0.00030,9.10680,0.00010,12.28300,19.51230,51.250
secuencial,1,2000000,273,sostenido,3.45520,0.00050,8.29120,0.00000,11.74810,19.65030,50.890
secuencial,1,2000000,274,sostenido,3.72300,0.00050,8.95150,0.00010,12.67620,20.87420,47.906
secuencial,1,2000000,275,sostenido,3.18960,0.00040,9.03650,0.00020,12.22770,20.79260,48.094
secuencial,1,2000000,276,sostenido,3.50610,0.00020,9.29430,0.00010,12.80180,20.47860,48.831
secuencial,1,2000000,277,sostenido,3.22140,0.00030,9.94240,0.00010,13.16520,20.76550,48.157
secuencial,1,2000000,278,sostenido,3.33910,0.00030,9.71870,0.00010,13.05930,21.45100,46.618
secuencial,1,2000000,279,sostenido,3.17820,0.00030,9.38470,0.00000,12.56420,20.72200,48.258
secuencial,1,2000000,280,sostenido,3.15440,0.00030,9.05540,0.00010,12.21140,19.87710,50.309
secuencial,1,2000000,281,sostenido,3.41360,0.00030,10.88950,0.00020,14.30500,22.84880,43.766
secuencial,1,2000000,282,sostenido,4.51210,0.00060,8.34310,0.00020,12.85690,21.76000,45.956
secuencial,1,2000000,283,sostenido,3.18670,0.00020,8.43860,0.00010,11.62690,19.81690,50.462
secuencial,1,2000000,284,sostenido,3.16230,0.00060,8.86400,0.00010,12.02810,19.59960,51.021
secuencial,1,2000000,285,sostenido,3.64950,0.00030,8.27660,0.00000,11.92780,20.39790,49.025
secuencial,1,2000000,286,sostenido,3.65070,0.00030,9.07780,0.00020,12.73010,20.29230,49.280
secuencial,1,2000000,287,sostenido,3.48650,0.00020,8.55870,0.00010,12.04680,20.39020,49.043
secuencial,1,2000000,288,sostenido,3.15940,0.00030,8.18350,0.00000,11.34450,19.31520,51.773
secuencial,1,2000000,289,sostenido,3.18900,0.00020,10.40090,0.00020,13.59200,21.17200,47.232
secuencial,1,2000000,290,sostenido,3.32680,0.00040,9.52860,0.00000,12.85700,20.41200,48.991
secuencial,1,2000000,291,sostenido,3.50120,0.00030,8.15460,0.00000,11.65720,19.26030,51.920
secuencial,1,2000000,292,sostenido,3.18230,0.00030,8.38360,0.00020,11.56770,19.81160,50.475
secuencial,1,2000000,293,sostenido,3.16540,0.00030,8.42910,0.00010,11.59600,19.39730,51.554
secuencial,1,2000000,294,sostenido,3.12300,0.00030,8.50760,0.00010,11.63190,19.16890,52.168
secuencial,1,2000000,295,sostenido,3.27100,0.00030,9.70170,0.00020,12.97420,21.96810,45.521
secuencial,1,2000000,296,sostenido,3.42750,0.00030,8.15680,0.00010,11.58560,19.10170,52.351
secuencial,1,2000000,297,sostenido,3.17390,0.00030,8.87710,0.00010,12.05230,20.18140,49.551
secuencial,1,2000000,298,sostenido,3.80330,0.00040,8.08470,0.00000,11.88930,22.46620,44.511
secuencial,1,2000000,299,sostenido,3.17930,0.00020,8.85660,0.00020,12.03730,19.84260,50.397
secuencial,1,2000000,300,sostenido,3.52270,0.00050,8.47200,0.00010,11.99630,19.60020,51.020
